State,LGA,Payment,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
Victoria,City of Greater Dandenong,Total Early Payment,"$5,421,012","$5,923,646","$6,250,803","$6,123,660","$6,350,369","$9,148,966","$12,935,638"
Victoria,City of Greater Dandenong,Total Financial Assistance Grant (inc Early Payment),"$11,438,682","$11,879,034","$11,954,988","$12,011,303","$12,308,421","$12,471,199","$13,503,358"
Victoria,City of Greater Geelong,Total Early Payment,"$9,993,798","$10,654,365","$10,716,905","$11,854,295","$11,488,302","$18,769,046","$26,798,218"
Victoria,City of Greater Geelong,Total Financial Assistance Grant (inc Early Payment),"$20,572,514","$20,868,520","$21,762,405","$22,507,203","$23,709,897","$25,270,035","$28,002,081"
Victoria,City of Knox,Total Early Payment,"$3,610,841","$3,824,108","$3,849,533","$3,885,429","$4,038,020","$5,843,449","$8,608,582"
Victoria,City of Knox,Total Financial Assistance Grant (inc Early Payment),"$7,392,924","$7,492,587","$7,469,788","$7,629,540","$7,842,879","$8,179,164","$8,997,935"
Victoria,City of Maribyrnong,Total Early Payment,"$1,429,520","$1,478,984","$1,343,435","$1,511,617","$1,452,143","$2,278,423","$3,117,006"
Victoria,City of Maribyrnong,Total Financial Assistance Grant (inc Early Payment),"$2,860,366","$2,760,244","$2,753,082","$2,858,420","$2,935,182","$2,998,158","$3,254,326"
Victoria,City of Port Phillip,Total Early Payment,"$1,320,092","$1,390,297","$1,390,089","$1,517,803","$1,444,836","$2,379,403","$3,108,306"
Victoria,City of Port Phillip,Total Financial Assistance Grant (inc Early Payment),"$2,684,736","$2,715,123","$2,804,242","$2,857,525","$2,994,273","$3,079,662","$3,253,601"
Victoria,City of Whittlesea,Total Early Payment,"$6,898,927","$7,664,279","$7,489,552","$7,778,790","$7,926,437","$11,912,376","$18,117,082"
Victoria,City of Whittlesea,Total Financial Assistance Grant (inc Early Payment),"$14,782,109","$14,801,353","$14,736,951","$15,128,488","$15,683,266","$16,680,894","$18,912,705"
Victoria,Colac Otway Shire,Total Early Payment,"$3,113,984","$3,199,180","$3,662,546","$3,438,487","$3,804,875","$5,534,526","$8,421,376"
Victoria,Colac Otway Shire,Total Financial Assistance Grant (inc Early Payment),"$6,176,208","$6,699,601","$6,876,605","$6,970,562","$7,404,102","$7,818,742","$8,795,451"
Victoria,Corangamite Shire Council,Total Early Payment,"$3,675,203","$3,853,667","$4,228,953","$4,310,416","$4,284,367","$6,724,303","$9,571,319"
Victoria,Corangamite Shire Council,Total Financial Assistance Grant (inc Early Payment),"$7,437,344","$7,898,693","$8,259,247","$8,289,092","$8,656,468","$9,117,462","$10,007,341"
Victoria,East Gippsland Shire Council,Total Early Payment,"$7,260,330","$7,537,839","$7,750,832","$8,221,272","$8,200,405","$13,797,014","$19,599,596"
Victoria,East Gippsland Shire Council,Total Financial Assistance Grant (inc Early Payment),"$14,549,312","$14,939,427","$15,424,678","$15,831,523","$17,178,736","$18,384,278","$20,477,327"
Victoria,Frankston City Council,Total Early Payment,"$4,288,853","$4,489,452","$4,091,293","$4,675,668","$4,163,356","$6,976,031","$9,965,763"
Victoria,Frankston City Council,Total Financial Assistance Grant (inc Early Payment),"$8,678,080","$8,387,954","$8,446,457","$8,535,928","$8,706,651","$9,261,889","$10,407,111"
Victoria,Gannawarra Shire Council,Total Early Payment,"$2,621,581","$2,737,651","$2,981,128","$2,953,240","$3,077,369","$4,585,436","$6,806,668"
Victoria,Gannawarra Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,284,592","$5,586,101","$5,740,193","$5,809,660","$6,059,882","$6,416,428","$7,113,304"
Victoria,Glenelg Shire Council,Total Early Payment,"$3,784,274","$3,987,635","$4,372,493","$4,325,573","$4,550,141","$7,169,257","$10,464,439"
Victoria,Glenelg Shire Council,Total Financial Assistance Grant (inc Early Payment),"$7,695,864","$8,169,018","$8,416,484","$8,550,412","$9,212,413","$9,909,928","$10,938,358"
Victoria,Golden Plains Shire Council,Total Early Payment,"$2,681,485","$2,835,147","$3,045,739","$3,062,597","$3,152,315","$5,126,633","$7,304,891"
Victoria,Golden Plains Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,472,000","$5,745,175","$5,906,631","$5,988,560","$6,487,014","$6,935,300","$7,636,251"
Victoria,Greater Bendigo City Council,Total Early Payment,"$7,886,297","$8,325,836","$8,541,638","$9,140,059","$8,684,148","$14,944,096","$21,256,330"
Victoria,Greater Bendigo City Council,Total Financial Assistance Grant (inc Early Payment),"$16,072,862","$16,471,902","$17,063,165","$17,194,851","$18,413,178","$19,852,295","$22,203,319"
Victoria,Greater Shepparton City Council,Total Early Payment,"$5,975,498","$6,270,089","$6,570,995","$6,660,596","$6,915,795","$11,165,747","$16,298,991"
Victoria,Greater Shepparton City Council,Total Financial Assistance Grant (inc Early Payment),"$12,105,468","$12,539,848","$12,784,404","$13,076,171","$14,183,599","$15,072,898","$17,018,651"
Victoria,Hepburn Shire Council,Total Early Payment,"$2,226,357","$2,341,624","$2,473,040","$2,752,975","$2,541,985","$4,430,969","$6,061,859"
Victoria,Hepburn Shire Council,Total Financial Assistance Grant (inc Early Payment),"$4,520,476","$4,703,330","$5,043,342","$5,111,976","$5,424,969","$5,740,037","$6,335,879"
Victoria,Hindmarsh Shire Council,Total Early Payment,"$2,096,173","$2,220,507","$2,419,553","$2,579,174","$2,449,425","$3,836,630","$5,175,993"
Victoria,Hindmarsh Shire Council,Total Financial Assistance Grant (inc Early Payment),"$4,285,581","$4,532,678","$4,828,200","$4,852,953","$4,945,371","$4,998,469","$5,414,307"
Victoria,Hobsons Bay City Council,Total Early Payment,"$1,322,705","$1,401,486","$1,383,764","$1,479,031","$1,450,324","$2,312,262","$3,197,035"
Victoria,Hobsons Bay City Council,Total Financial Assistance Grant (inc Early Payment),"$2,706,246","$2,722,256","$2,763,803","$2,824,779","$2,955,098","$3,098,977","$3,343,870"
Victoria,Horsham Rural City Council,Total Early Payment,"$3,004,050","$3,148,610","$3,412,055","$3,245,404","$3,536,803","$5,085,202","$7,600,471"
Victoria,Horsham Rural City Council,Total Financial Assistance Grant (inc Early Payment),"$6,077,894","$6,407,961","$6,443,790","$6,527,929","$6,844,494","$7,253,770","$7,946,850"
Victoria,Hume City Council,Total Early Payment,"$6,898,584","$7,650,640","$8,697,069","$8,112,567","$9,409,483","$12,807,323","$20,773,302"
Victoria,Hume City Council,Total Financial Assistance Grant (inc Early Payment),"$14,757,801","$15,939,167","$16,256,700","$16,837,589","$17,748,579","$18,674,284","$21,665,033"
Victoria,Indigo Shire Council,Total Early Payment,"$2,209,028","$2,324,469","$2,486,258","$2,538,974","$2,634,325","$3,996,669","$6,010,284"
Victoria,Indigo Shire Council,Total Financial Assistance Grant (inc Early Payment),"$4,487,075","$4,699,672","$4,857,834","$4,984,134","$5,234,305","$5,653,046","$6,280,508"
Victoria,Kingston City Council,Total Early Payment,"$2,223,295","$2,338,581","$2,362,914","$2,288,251","$2,443,049","$3,590,298","$5,278,237"
Victoria,Kingston City Council,Total Financial Assistance Grant (inc Early Payment),"$4,515,652","$4,593,917","$4,496,319","$4,554,992","$4,780,365","$5,023,271","$5,516,211"
Victoria,Latrobe City Council,Total Early Payment,"$5,888,574","$6,214,860","$5,967,569","$6,750,284","$5,933,000","$11,337,465","$15,484,957"
Victoria,Latrobe City Council,Total Financial Assistance Grant (inc Early Payment),"$12,002,599","$11,907,549","$12,261,184","$12,253,750","$13,314,179","$14,460,050","$16,174,847"
Victoria,Loddon Shire Council,Total Early Payment,"$4,119,982","$4,306,861","$4,721,907","$4,680,597","$4,874,163","$7,397,341","$10,737,840"
Victoria,Loddon Shire Council,Total Financial Assistance Grant (inc Early Payment),"$8,312,072","$8,821,627","$9,097,507","$9,206,040","$9,684,268","$10,197,996","$11,225,388"
Victoria,Macedon Ranges Shire Council,Total Early Payment,"$3,458,075","$3,642,495","$4,097,075","$4,231,341","$4,157,095","$6,332,981","$9,369,680"
Victoria,Macedon Ranges Shire Council,Total Financial Assistance Grant (inc Early Payment),"$7,033,213","$7,553,985","$8,046,674","$8,088,777","$8,277,945","$8,695,093","$9,784,962"
Victoria,Manningham City Council,Total Early Payment,"$1,641,743","$1,722,741","$1,762,383","$1,832,386","$1,818,773","$2,891,793","$4,191,086"
Victoria,Manningham City Council,Total Financial Assistance Grant (inc Early Payment),"$3,326,974","$3,404,227","$3,471,648","$3,519,583","$3,700,922","$3,902,599","$4,376,188"
Victoria,Mansfield Shire Council,Total Early Payment,"$1,436,200","$1,447,895","$1,455,789","$1,816,882","$1,517,688","$2,806,877","$3,889,464"
Victoria,Mansfield Shire Council,Total Financial Assistance Grant (inc Early Payment),"$2,797,024","$2,838,395","$3,151,067","$3,225,410","$3,344,306","$3,543,228","$4,058,876"
Victoria,Maroondah City Council,Total Early Payment,"$2,502,457","$2,611,517","$2,378,371","$2,654,027","$2,461,196","$3,994,449","$5,362,162"
Victoria,Maroondah City Council,Total Financial Assistance Grant (inc Early Payment),"$5,050,465","$4,878,513","$4,851,394","$4,936,300","$5,062,129","$5,138,515","$5,606,593"
Victoria,Melbourne City Council (City of Melbourne),Total Early Payment,"$1,688,493","$1,839,005","$2,307,295","$2,128,055","$2,542,743","$3,426,811","$4,868,611"
Victoria,Melbourne City Council (City of Melbourne),Total Financial Assistance Grant (inc Early Payment),"$3,546,950","$4,038,061","$4,290,760","$4,485,745","$4,773,943","$4,755,366","$5,093,046"
Victoria,Melton City Council,Total Early Payment,"$6,913,642","$7,701,305","$8,241,653","$8,681,212","$9,131,303","$14,901,566","$23,565,940"
Victoria,Melton City Council,Total Financial Assistance Grant (inc Early Payment),"$14,854,083","$15,552,466","$16,328,371","$17,146,939","$18,835,681","$20,557,771","$24,502,910"
Victoria,Merri-bek City Council (formerly Moreland City Council),Total Early Payment,"$2,829,052","$2,802,644","$2,411,176","$2,651,534","$2,365,067","$4,220,264","$5,491,637"
Victoria,Merri-bek City Council (formerly Moreland City Council),Total Financial Assistance Grant (inc Early Payment),"$5,425,459","$5,101,800","$4,882,891","$4,845,123","$5,112,694","$5,339,225","$5,744,061"
Victoria,Mildura Rural City Council,Total Early Payment,"$7,083,280","$7,595,262","$7,967,755","$8,266,272","$7,926,840","$13,317,931","$18,674,608"
Victoria,Mildura Rural City Council,Total Financial Assistance Grant (inc Early Payment),"$14,658,771","$15,200,214","$15,680,844","$15,621,266","$16,594,192","$17,439,154","$19,507,099"
Victoria,Mitchell Shire Council,Total Early Payment,"$3,498,433","$3,636,537","$3,901,466","$4,202,641","$4,253,422","$6,912,589","$10,473,235"
Victoria,Mitchell Shire Council,Total Financial Assistance Grant (inc Early Payment),"$7,019,159","$7,358,916","$7,822,174","$8,148,407","$8,752,426","$9,374,213","$10,921,663"
Victoria,Moira Shire Council,Total Early Payment,"$5,123,515","$5,386,430","$5,744,943","$5,833,926","$5,943,785","$9,263,154","$13,453,650"
Victoria,Moira Shire Council,Total Financial Assistance Grant (inc Early Payment),"$10,396,182","$10,875,784","$11,194,417","$11,351,098","$11,969,396","$12,602,030","$14,055,980"
Victoria,Monash City Council,Total Early Payment,"$2,525,483","$2,661,764","$2,783,132","$2,856,303","$2,864,872","$4,496,408","$6,359,859"
Victoria,Monash City Council,Total Financial Assistance Grant (inc Early Payment),"$5,139,863","$5,317,043","$5,446,786","$5,513,922","$5,791,764","$5,996,644","$6,643,943"
Victoria,Moonee Valley City Council,Total Early Payment,"$1,582,380","$1,670,994","$1,714,440","$1,804,130","$1,797,498","$2,843,616","$3,930,508"
Victoria,Moonee Valley City Council,Total Financial Assistance Grant (inc Early Payment),"$3,226,346","$3,306,166","$3,396,575","$3,471,443","$3,648,670","$3,797,522","$4,110,121"
Victoria,Moorabool Shire Council,Total Early Payment,"$3,045,336","$3,188,203","$3,435,882","$3,406,261","$3,570,587","$5,526,623","$8,413,353"
Victoria,Moorabool Shire Council,Total Financial Assistance Grant (inc Early Payment),"$6,154,757","$6,469,442","$6,615,058","$6,719,815","$7,166,905","$7,625,040","$8,778,051"
Victoria,Mornington Peninsula Shire Council,Total Early Payment,"$3,157,710","$3,032,984","$2,967,638","$3,232,188","$3,152,550","$4,937,853","$7,298,153"
Victoria,Mornington Peninsula Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,872,809","$5,871,505","$5,988,905","$6,159,494","$6,363,364","$6,762,152","$7,620,362"
Victoria,Mount Alexander Shire Council,Total Early Payment,"$2,315,620","$2,441,756","$2,594,285","$2,754,279","$2,763,757","$4,482,221","$6,314,971"
Victoria,Mount Alexander Shire Council,Total Financial Assistance Grant (inc Early Payment),"$4,712,515","$4,919,908","$5,166,669","$5,319,447","$5,679,567","$5,997,872","$6,601,385"
Victoria,Murrindindi Shire Council,Total Early Payment,"$2,224,672","$2,345,797","$2,391,117","$2,595,591","$2,497,940","$3,989,197","$5,727,973"
Victoria,Murrindindi Shire Council,Total Financial Assistance Grant (inc Early Payment),"$4,527,103","$4,630,721","$4,815,425","$4,914,252","$5,092,874","$5,374,185","$5,984,819"
Victoria,Nillumbik Shire Council,Total Early Payment,"$1,637,800","$1,603,002","$1,486,205","$1,768,315","$1,510,172","$2,660,602","$3,519,642"
Victoria,Nillumbik Shire Council,Total Financial Assistance Grant (inc Early Payment),"$3,100,301","$3,023,693","$3,137,985","$3,170,384","$3,240,663","$3,356,862","$3,675,244"
Victoria,Northern Grampians Shire Council,Total Early Payment,"$3,464,020","$3,638,581","$3,974,838","$4,057,245","$4,076,093","$6,543,175","$9,320,646"
Victoria,Northern Grampians Shire Council,Total Financial Assistance Grant (inc Early Payment),"$7,022,905","$7,437,720","$7,765,753","$7,841,325","$8,331,876","$8,873,753","$9,744,725"
Victoria,Pyrenees Shire Council,Total Early Payment,"$2,539,674","$2,703,397","$2,874,103","$2,947,168","$3,076,379","$4,436,483","$6,669,895"
Victoria,Pyrenees Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,216,236","$5,450,866","$5,628,126","$5,803,019","$5,961,464","$6,289,558","$6,970,590"
Victoria,Shire of Moyne,Total Early Payment,"$3,880,478","$4,191,090","$4,649,445","$4,528,127","$4,766,039","$7,036,268","$10,446,900"
Victoria,Shire of Moyne,Total Financial Assistance Grant (inc Early Payment),"$8,085,546","$8,640,532","$8,885,497","$8,954,894","$9,339,916","$10,025,519","$10,914,541"
Victoria,Shire of Strathbogie,Total Early Payment,"$2,559,638","$2,645,351","$2,897,817","$2,886,680","$2,994,071","$4,508,535","$6,689,543"
Victoria,Shire of Strathbogie,Total Financial Assistance Grant (inc Early Payment),"$5,106,286","$5,415,847","$5,595,809","$5,666,483","$5,926,005","$6,285,576","$6,990,199"
Victoria,Shire of Towong,Total Early Payment,"$1,905,749","$2,201,807","$2,587,137","$2,527,931","$2,711,521","$3,833,773","$5,876,448"
Victoria,Shire of Towong,Total Financial Assistance Grant (inc Early Payment),"$4,246,231","$4,674,223","$4,948,943","$5,044,898","$5,204,908","$5,498,881","$6,139,375"
Victoria,South Gippsland Shire Council,Total Early Payment,"$4,555,522","$4,796,165","$5,044,064","$5,481,238","$5,211,668","$8,774,804","$12,069,115"
Victoria,South Gippsland Shire Council,Total Financial Assistance Grant (inc Early Payment),"$9,259,094","$9,617,034","$10,165,625","$10,319,192","$10,918,904","$11,401,907","$12,613,802"
Victoria,Southern Grampians Shire Council,Total Early Payment,"$3,475,529","$3,643,965","$3,993,639","$3,993,171","$4,116,460","$6,328,187","$9,094,142"
Victoria,Southern Grampians Shire Council,Total Financial Assistance Grant (inc Early Payment),"$7,032,773","$7,462,134","$7,726,008","$7,815,197","$8,231,769","$8,699,241","$9,509,869"
Victoria,Stonnington City Council,Total Early Payment,"$1,337,361","$1,426,608","$1,466,388","$1,535,138","$1,507,294","$2,403,660","$3,201,573"
Victoria,Stonnington City Council,Total Financial Assistance Grant (inc Early Payment),"$2,754,449","$2,824,233","$2,896,802","$2,932,823","$3,072,474","$3,157,030","$3,350,555"
Victoria,Surf Coast Shire,Total Early Payment,"$1,915,490","$2,143,699","$2,297,713","$2,470,584","$2,378,752","$3,854,047","$5,490,040"
Victoria,Surf Coast Shire,Total Financial Assistance Grant (inc Early Payment),"$4,134,246","$4,339,300","$4,605,575","$4,678,648","$4,885,595","$5,249,898","$5,732,911"
Victoria,Swan Hill Rural City Council,Total Early Payment,"$3,214,801","$3,365,546","$3,580,199","$3,617,802","$3,812,670","$5,756,364","$8,603,395"
Victoria,Swan Hill Rural City Council,Total Financial Assistance Grant (inc Early Payment),"$6,497,110","$6,785,148","$6,958,071","$7,156,450","$7,557,778","$7,849,906","$8,978,804"
Victoria,Wangaratta Rural City Council,Total Early Payment,"$3,373,105","$3,542,549","$3,812,411","$3,841,137","$3,937,079","$6,146,718","$8,987,322"
Victoria,Wangaratta Rural City Council,Total Financial Assistance Grant (inc Early Payment),"$6,838,424","$7,183,843","$7,399,584","$7,494,994","$7,935,728","$8,413,151","$9,389,345"
Victoria,Warrnambool City Council,Total Early Payment,"$1,826,917","$1,868,494","$1,984,498","$2,042,876","$2,205,502","$3,418,475","$5,197,442"
Victoria,Warrnambool City Council,Total Financial Assistance Grant (inc Early Payment),"$3,609,605","$3,760,130","$3,888,298","$4,088,014","$4,431,575","$4,896,878","$5,430,830"
Victoria,Wellington Shire Council,Total Early Payment,"$6,219,096","$6,559,580","$7,409,793","$7,218,273","$7,686,465","$11,425,368","$17,106,929"
Victoria,Wellington Shire Council,Total Financial Assistance Grant (inc Early Payment),"$12,661,869","$13,639,528","$14,151,543","$14,352,997","$15,118,971","$16,021,455","$17,872,572"
Victoria,West Wimmera Shire Council,Total Early Payment,"$2,534,893","$2,667,708","$3,000,332","$3,271,529","$3,034,308","$5,087,515","$7,084,592"
Victoria,West Wimmera Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,148,095","$5,536,713","$6,057,123","$6,088,988","$6,343,119","$6,699,972","$7,404,930"
Victoria,Whitehorse City Council,Total Early Payment,"$2,196,264","$2,328,228","$2,410,291","$2,495,071","$2,485,056","$3,933,021","$5,607,686"
Victoria,Whitehorse City Council,Total Financial Assistance Grant (inc Early Payment),"$4,495,986","$4,627,399","$4,736,894","$4,800,194","$5,045,305","$5,262,621","$5,857,027"
Victoria,Wodonga City Council,Total Early Payment,"$2,532,911","$2,681,451","$2,603,810","$2,759,387","$2,873,615","$4,610,152","$6,893,882"
Victoria,Wodonga City Council,Total Financial Assistance Grant (inc Early Payment),"$5,176,063","$5,162,746","$5,174,620","$5,423,818","$5,875,828","$6,371,187","$7,197,727"
Victoria,Wyndham City Council,Total Early Payment,"$7,750,909","$8,662,537","$9,698,170","$9,135,749","$10,756,454","$14,790,443","$24,727,794"
Victoria,Wyndham City Council,Total Financial Assistance Grant (inc Early Payment),"$16,707,521","$17,901,728","$18,209,052","$19,107,952","$20,387,972","$21,638,159","$25,713,493"
Victoria,Yarra City Council,Total Early Payment,"$1,119,120","$1,192,067","$1,263,182","$1,291,965","$1,343,867","$2,049,599","$2,787,927"
Victoria,Yarra City Council,Total Financial Assistance Grant (inc Early Payment),"$2,301,160","$2,395,982","$2,467,160","$2,538,085","$2,678,438","$2,764,866","$2,918,400"
Victoria,Yarra Ranges Shire Council,Total Early Payment,"$6,991,726","$7,413,065","$6,966,146","$7,970,752","$6,976,492","$12,384,671","$16,855,332"
Victoria,Yarra Ranges Shire Council,Total Financial Assistance Grant (inc Early Payment),"$14,321,231","$14,059,156","$14,399,516","$14,442,689","$15,037,926","$15,953,403","$17,616,041"
Victoria,Yarriambiack Shire Council,Total Early Payment,"$2,482,007","$2,630,550","$2,807,613","$2,904,354","$3,011,351","$4,496,227","$6,669,345"
Victoria,Yarriambiack Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,076,684","$5,314,158","$5,521,036","$5,699,972","$5,935,748","$6,267,639","$6,968,996"
Western Australia,City of Albany,Total Early Payment,"$2,075,150","$2,084,393","$2,120,704","$2,307,368","$2,270,673","$4,235,188","$6,585,712"
Western Australia,City of Albany,Total Financial Assistance Grant (inc Early Payment),"$3,860,549","$4,176,796","$4,184,537","$4,281,731","$5,049,239","$5,404,529","$6,846,036"
Western Australia,City of Armadale,Total Early Payment,"$1,565,400","$1,606,885","$1,767,020","$1,743,713","$1,838,421","$2,997,306","$4,431,527"
Western Australia,City of Armadale,Total Financial Assistance Grant (inc Early Payment),"$2,977,033","$3,208,225","$3,314,112","$3,672,322","$3,946,574","$4,153,295","$4,631,104"
Western Australia,City of Bayswater,Total Early Payment,"$1,165,594","$1,165,924","$1,144,989","$1,220,866","$1,176,938","$1,953,108","$2,768,454"
Western Australia,City of Bayswater,Total Financial Assistance Grant (inc Early Payment),"$2,173,239","$2,218,585","$2,241,473","$2,257,806","$2,373,204","$2,599,548","$2,910,393"
Western Australia,City of Belmont,Total Early Payment,"$715,806","$719,964","$748,110","$765,374","$778,814","$1,236,269","$1,789,192"
Western Australia,City of Belmont,Total Financial Assistance Grant (inc Early Payment),"$1,339,078","$1,404,974","$1,431,439","$1,449,150","$1,532,906","$1,679,757","$1,870,024"
Western Australia,City of Bunbury,Total Early Payment,"$821,031","$827,877","$809,671","$858,637","$833,398","$1,353,230","$1,892,706"
Western Australia,City of Bunbury,Total Financial Assistance Grant (inc Early Payment),"$1,524,053","$1,860,715","$1,554,910","$1,766,830","$1,638,477","$1,776,046","$2,024,525"
Western Australia,City of Busselton,Total Early Payment,"$1,146,659","$1,169,926","$1,232,906","$1,234,878","$1,285,804","$1,976,067","$2,842,650"
Western Australia,City of Busselton,Total Financial Assistance Grant (inc Early Payment),"$2,201,032","$2,254,228","$2,785,090","$2,658,997","$2,749,219","$2,665,765","$2,986,586"
Western Australia,City of Canning,Total Early Payment,"$1,724,023","$1,727,319","$1,689,534","$1,803,109","$1,739,672","$2,880,642","$4,062,435"
Western Australia,City of Canning,Total Financial Assistance Grant (inc Early Payment),"$3,376,593","$3,267,358","$3,297,743","$3,322,071","$3,614,323","$3,814,311","$4,307,574"
Western Australia,City of Cockburn,Total Early Payment,"$1,961,436","$2,000,962","$2,120,704","$2,162,439","$2,250,199","$3,729,867","$5,666,411"
Western Australia,City of Cockburn,Total Financial Assistance Grant (inc Early Payment),"$3,714,532","$3,935,977","$4,041,302","$4,129,495","$4,507,203","$5,304,682","$5,917,092"
Western Australia,City of Fremantle,Total Early Payment,"$536,486","$537,307","$555,697","$564,053","$572,825","$907,807","$1,306,195"
Western Australia,City of Fremantle,Total Financial Assistance Grant (inc Early Payment),"$999,130","$1,046,559","$1,059,332","$1,067,266","$1,126,473","$1,226,396","$1,381,524"
Western Australia,City of Gosnells,Total Early Payment,"$2,156,967","$2,190,525","$2,225,073","$2,299,899","$2,319,002","$3,697,562","$5,356,288"
Western Australia,City of Gosnells,Total Financial Assistance Grant (inc Early Payment),"$4,102,447","$4,412,020","$4,403,699","$4,330,215","$4,574,401","$5,027,642","$5,639,900"
Western Australia,City of Greater Geraldton,Total Early Payment,"$3,056,917","$3,058,237","$3,042,332","$3,051,785","$3,147,761","$4,965,608","$7,495,960"
Western Australia,City of Greater Geraldton,Total Financial Assistance Grant (inc Early Payment),"$5,702,620","$5,862,293","$5,783,105","$5,831,517","$6,192,756","$7,025,138","$7,835,281"
Western Australia,City of Joondalup,Total Early Payment,"$2,923,883","$2,904,314","$2,886,419","$3,035,188","$2,973,474","$4,837,545","$6,851,700"
Western Australia,City of Joondalup,Total Financial Assistance Grant (inc Early Payment),"$5,398,628","$5,540,616","$5,595,749","$5,636,935","$5,918,869","$6,433,948","$7,164,777"
Western Australia,City of Kalamunda,Total Early Payment,"$1,226,992","$1,238,343","$1,257,560","$1,300,177","$1,300,660","$2,086,361","$2,975,207"
Western Australia,City of Kalamunda,Total Financial Assistance Grant (inc Early Payment),"$2,290,186","$2,579,241","$2,400,343","$2,423,397","$2,554,610","$2,792,015","$3,111,336"
Western Australia,City of Kalgoorlie-Boulder,Total Early Payment,"$1,251,233","$1,267,918","$1,307,739","$1,567,567","$1,366,731","$3,156,655","$4,078,475"
Western Australia,City of Kalgoorlie-Boulder,Total Financial Assistance Grant (inc Early Payment),"$2,441,192","$2,547,143","$2,794,409","$2,865,631","$3,425,102","$3,789,110","$4,256,429"
Western Australia,City of Karratha,Total Early Payment,"$1,217,156","$1,133,029","$948,321","$1,297,560","$881,359","$1,946,879","$2,929,742"
Western Australia,City of Karratha,Total Financial Assistance Grant (inc Early Payment),"$2,097,370","$1,985,824","$2,066,601","$2,063,301","$2,021,386","$2,722,209","$2,992,418"
Western Australia,City of Kwinana,Total Early Payment,"$782,530","$803,423","$945,794","$860,609","$1,032,758","$1,393,394","$2,226,656"
Western Australia,City of Kwinana,Total Financial Assistance Grant (inc Early Payment),"$1,486,324","$1,659,183","$1,705,138","$1,756,064","$1,876,675","$2,087,985","$2,328,337"
Western Australia,City of Mandurah,Total Early Payment,"$1,565,839","$1,586,801","$1,629,430","$1,696,217","$1,697,625","$2,739,113","$3,953,055"
Western Australia,City of Mandurah,Total Financial Assistance Grant (inc Early Payment),"$3,202,209","$3,068,479","$3,135,615","$3,175,806","$3,361,196","$3,708,988","$4,200,948"
Western Australia,City of Melville,Total Early Payment,"$1,694,616","$1,687,139","$1,679,964","$1,757,967","$1,732,664","$2,814,083","$4,044,203"
Western Australia,City of Melville,Total Financial Assistance Grant (inc Early Payment),"$3,146,629","$3,235,260","$3,264,001","$3,287,733","$3,462,074","$3,797,558","$4,226,531"
Western Australia,City of Nedlands,Total Early Payment,"$396,470","$395,032","$395,928","$415,196","$407,095","$673,297","$948,265"
Western Australia,City of Nedlands,Total Financial Assistance Grant (inc Early Payment),"$734,773","$757,972","$767,210","$772,828","$817,755","$890,589","$991,137"
Western Australia,City of Perth,Total Early Payment,"$505,259","$497,209","$579,091","$526,915","$620,875","$904,799","$1,265,715"
Western Australia,City of Perth,Total Financial Assistance Grant (inc Early Payment),"$919,995","$1,025,155","$1,043,437","$1,070,633","$1,169,002","$1,191,158","$1,310,808"
Western Australia,City of Rockingham,Total Early Payment,"$2,361,755","$2,427,376","$2,596,704","$2,563,914","$2,741,128","$4,241,038","$6,268,001"
Western Australia,City of Rockingham,Total Financial Assistance Grant (inc Early Payment),"$4,506,345","$4,786,796","$4,878,379","$4,950,737","$5,317,077","$5,880,416","$6,550,565"
Western Australia,City of South Perth,Total Early Payment,"$699,885","$698,437","$678,621","$712,802","$701,318","$1,135,110","$1,630,522"
Western Australia,City of South Perth,Total Financial Assistance Grant (inc Early Payment),"$1,305,526","$1,326,787","$1,325,200","$1,334,829","$1,402,738","$1,531,766","$1,704,017"
Western Australia,City of Stirling,Total Early Payment,"$3,524,640","$3,518,731","$3,504,442","$3,664,853","$3,616,842","$5,869,429","$8,452,890"
Western Australia,City of Stirling,Total Financial Assistance Grant (inc Early Payment),"$6,570,845","$6,759,285","$6,819,846","$6,869,115","$7,235,673","$7,938,285","$8,939,285"
Western Australia,City of Subiaco,Total Early Payment,"$283,168","$285,569","$287,404","$294,832","$297,908","$475,927","$679,970"
Western Australia,City of Subiaco,Total Financial Assistance Grant (inc Early Payment),"$532,466","$550,311","$552,654","$557,822","$589,821","$638,874","$713,598"
Western Australia,City of Swan,Total Early Payment,"$2,721,670","$2,812,877","$3,050,321","$2,993,425","$3,225,242","$4,986,245","$8,102,952"
Western Australia,City of Swan,Total Financial Assistance Grant (inc Early Payment),"$5,517,407","$6,029,422","$6,240,000","$5,821,770","$7,844,319","$7,541,818","$8,479,402"
Western Australia,City of Vincent,Total Early Payment,"$583,015","$586,060","$566,063","$622,327","$588,417","$1,009,941","$1,410,464"
Western Australia,City of Vincent,Total Financial Assistance Grant (inc Early Payment),"$1,094,501","$1,108,421","$1,128,871","$1,142,879","$1,211,176","$1,324,807","$1,474,310"
